STATUS,Valence,Arousal,Dominance
can't believe she's leaving the lodge in the morning after two years.... its the end of an era :( *PROPNAME* I love you forever!!!,0.5972222222222222,0.33722222222222226,0.45933333333333337
how can I be expected to work when there is so much fun puddle jumping to be done?,0.6344,0.5232,0.5256000000000001
"A simple smile can change a day, an understanding look can say ""I know exactly how you feel."" But we have learned to build our walls, so very strong and very tall, for fear of what the world might steal",0.6408235294117648,0.500764705882353,0.595
had a really stressful day at work but got a $45 tip :) Thank you Microsoft,0.6661666666666667,0.4843333333333333,0.5398333333333333
just finished her last quarter at UCSB. Crazy.,0.39833333333333326,0.5226666666666667,0.4583333333333333
is very happy with her grades and even happier that she didn't spend more time than needed on school this quarter!,0.725875,0.5226249999999999,0.56975
"come with me, come with me, we'll travel to infinity",0.62625,0.4215,0.6140000000000001
"folk and tribal arts festival at the museum of natural history, gonna go find some gifts and watch some bellydancing :)",0.712,0.4081818181818182,0.5342727272727272
is exhausted but so ready to see her ladies tomorrow!,0.7194,0.44499999999999995,0.4612
just got back from the reel rock film show and officially views *PROPNAME* as the biggest badass EVER,0.6332222222222222,0.49244444444444446,0.5946666666666667
is applying for the Peace Corps//Master's International in Civil Engineering!,0.7182,0.35540000000000005,0.6748000000000001
you don't need no reason nor a three peice suit to argue the truth,0.609,0.4508571428571429,0.48271428571428565
"is overwhelmed by data... and this is supposed to be a quick, easy lab? I barely even know where to start... my lack of experience is kicking my ass :(",0.5570833333333334,0.45583333333333337,0.5065833333333333
"finally got her computer back in shape! Open office, utorrent and skype; now I can actually make use of my computer again!",0.6126,0.3892,0.5135000000000001
roast + wine + family + south park = a very happy *PROPNAME*,0.7765,0.4473333333333333,0.5043333333333333
will not be going on the fall 2009 semester at sea voyage. Doctor's orders. I have never been so devastated in my entire life...,0.5965,0.5191000000000001,0.6022000000000001
snow snow snow SNOW!!!!!! HERE I COME!!!!,0.6394,0.3442,0.3588
got distracted in Borders for over three hours today... why did they have to put the rhyming dictionary next to the science section? All I wanted was the dictionary but I ended up reading about things from string theory to the genetic destiny of the y-chromosome (apparently men are on the slow but certain path towards extinction...) for most of the afternoon,0.546076923076923,0.3561153846153846,0.47438461538461546
finished her stats paper and bought her ticket for BRETT DENNEN on the 12th! The world is wonderful again :)  Now I am off to work for the next 8 hours... not so wonderful but oh well,0.68875,0.46825000000000006,0.5960000000000001
is waging a vendetta against UCSB parking services!,0.52675,0.53775,0.52725
Does anyone have malarone (anti-malaria med) that they don't need?,0.4425,0.5015,0.403
is overwHelmed with excitement,0.6185,0.682,0.5395
is headin to the doctor yet again but then Reggae in the Redwoods tonight at the Brookdale Lodge :D,0.6615,0.43925000000000003,0.5695
"is gettin' on the road, feelin' fine. I'll be back in Isla Vista in no time!",0.6438,0.335,0.4892
had a great time at the Devil Makes Three new years and now its time to pack for Semester at Sea!!!!,0.6351818181818182,0.417,0.5489999999999999
"Is in Hawaii, yay!",0.694,0.575,0.345
is in Hawaii yay! No more phone after this... email at arsherrin@semesteratsea.net,0.707,0.383,0.40633333333333327
"received early acceptance to Michigan Tech in Civil Engineering!!!!!!!!!!!!  Now its time for my peace corps application! Get ready world, 'cause here I come!",0.6907692307692308,0.3790769230769231,0.6482307692307692
"is in San Diego, boarding the MV explorer tomorrow morning! If you want to follow my voyage, I'm keeping a blog at    http:////sherrinthelove.blogspot.com//",0.6941111111111112,0.46977777777777774,0.5395555555555557
"I am once, I am twice, I am the whole, I'm just a slice.",0.618,0.366,0.4375
"can someone explain to me how keith can misspell ""beginner"" and ""hear"" but can then use asphyxia correctly in a sentence?",0.5031428571428572,0.4537142857142857,0.4451428571428571
it's 4:30 and i'm still awake.  i hate myself sometimes,0.34900000000000003,0.6355,0.5855
if i can write a screenplay in two days i can submit it to a festival.  fat chance of that,0.610875,0.415,0.477625
"um, mother nature . . . i love thunderstorms as much as the next person, but this is the 3rd one today.  could you get your shit together?  thank you.",0.6808181818181818,0.44990909090909087,0.5725454545454546
i am now replacing my highly original baseball status with one about women's tennis: jelena jankovic thinks she's the number one tennis player?  i'd love to try whatever she's on,0.6461428571428571,0.4754285714285714,0.5385000000000001
"""If your friend got assassined, how would you respond"" . . . probably with: that doesn't even make sense",0.6961666666666666,0.44849999999999995,0.5358333333333333
a little glass vial. a little glass vial? a little glass vial.,0.4896666666666667,0.30333333333333334,0.32666666666666666
nothing like falling asleep for an hour then waking up and being wide awake. stupid body,0.5352222222222222,0.39966666666666667,0.4187777777777778
is still awake at 3:30.  oh me,0.667,0.469,0.741
"just for the record, kim just made me log into her account to harvest her farmville raspberries",0.6456666666666667,0.37466666666666665,0.44766666666666666
editing blows,0.41300000000000003,0.58,0.5569999999999999
was over baseball april 1.  is it ncaa basketball time yet?,0.6926666666666667,0.604,0.5356666666666666
"*PROPNAME* said, """"I was just the vessel. It wasn't *PROPNAME*'s sperm. Just like I stick the sperm up my horse, this is what they did to me. I was his thoroughbred."" And this is the part where my brain vomits...",0.515909090909091,0.48863636363636365,0.4881818181818182
going to your cousin's wedding?  awesome.  going to legend's bar afterwards?  not.,0.6981428571428572,0.5750000000000001,0.5827142857142856
"finished Pride & Prejudice & Zombies instead of watching Ghost in the Shell.  I'm classy.  Also, a giant geek. :)",0.49770000000000003,0.5449,0.5374
heard mariah carey's new song on the ride home tonight.  she needs to give it up already,0.7818333333333333,0.4263333333333334,0.46649999999999997
"justine henin, stay the hell away from tennis.  no one wants you back.  you sir, were a bitch",0.47437500000000005,0.505625,0.4921249999999999
suck on that nadia petrova,0.344,0.706,0.377
"If cavemen and astronauts got into a fight, who would win?",0.6196666666666667,0.6355,0.6723333333333333
"so, i locked the doors on my truck at kim's, because it's a main road and we'd be busy editing the movie.  however, when i left, i noticed that i left all my windows open.  probably not the safest of security systems",0.5564,0.4090666666666667,0.5348666666666666
who called me today and left a voicemail?,0.553,0.439,0.42175000000000007
mom: i'm sitting on main street like a hooker,0.6136666666666667,0.4403333333333334,0.5058333333333334
"merry christmas eve y'all.  i shall celebrate by working at b&n making drinks for annoying last minute shoppers.  i know you're jealous, I just hope it doesn't ruin our friendship",0.64375,0.5351250000000001,0.5610625
keith just told me he thinks we should go to ireland,0.648,0.4245,0.531
"i require 4 farmville gifts that are not one of the following trees//animals: peach, bananananana, date, passion fruit, pomegranate, lime, lemon, avocado, pig, duck, sheep, goat, or horse.  you shall be rewarded in the afterlife :)",0.6350000000000001,0.41205263157894734,0.42736842105263156
rock band and ddr.  yessss,0.6633333333333332,0.528,0.49900000000000005
wants to play beatles rock band or wii resort but can't because keith is watching footloose,0.6295714285714286,0.511,0.5057142857142857
did i piss off a gypsy?  because there's a fly in my room that won't leave me alone.  better make sure i have an anvil tied up in the garage and a sharpened ice skate handy :),0.5607333333333333,0.44026666666666675,0.4690666666666667
"excuse me mother nature, why the hell is it snowing",0.5429999999999999,0.5138,0.512
almost done hearing about baseball.  yessss,0.6795,0.6485000000000001,0.52725
"um, across the universe was even better the 2nd time.  would probably be even betterer if one was high i would imagine",0.6098571428571429,0.40685714285714286,0.5532857142857143
i need to write an even stupider screenplay than i did for the first round.  this will be fun,0.6195,0.524,0.503
where the wild things are should have been called where the sucky ass movie is,0.5367500000000001,0.5827500000000001,0.50975
"Nîn o chithaeglir, lasto beth daer; Rimmo nîn Bruinen dan in Ulaer.",0.0,0.0,0.0
"that noise you  heard at approximately 11:21 est was keith puking.  it might have sounded like a black hole opening, or a monster being stabbed to death, or any number of things, but it was just keith.  the more you know *star wipe",0.46281249999999996,0.50925,0.4654375
very close to not having to hear about baseball again for 6 months.  can't wait,0.5248000000000002,0.37420000000000003,0.389
expansion.  and chicken coops.  send me chickens :),0.6477999999999999,0.43100000000000005,0.5524
my ankle hurts.  stupid dishwasher door,0.34480000000000005,0.40840000000000004,0.29400000000000004
pac 10 football . . . what the hell are you guys doing this season?,0.5375000000000001,0.61375,0.5529999999999999
I heart rockband.  and the beatles.  and my bandmates,0.827,0.5,0.693
"can someone explain to me how keith, who played football, well, ""played,"" who acts like the world's biggest sports fan, and just told me he used to go to legend's on sundays to watch football, didn't know what fair catch was",0.6984705882352941,0.49529411764705894,0.5868235294117646
Louisiana justice of the peace who refused to marry an interracial couple: I'm not a racist . . . I have piles and piles of black friends. Sure you do.,0.5927272727272728,0.44718181818181824,0.5751818181818182
well dish n' dat happy hour was a bad idea :),0.5958,0.48360000000000003,0.48979999999999996
anyone else click accept gift today and facebook told you you ignored it?,0.643,0.3452,0.39459999999999995
so happy i'm not clopening this weekend,0.9219999999999999,0.6799999999999999,0.6455
happy all hallows' eve kids :),0.7906666666666666,0.522,0.5033333333333333
well squats were certainly a good idea right before bed  . . . stupid stairs,0.5528571428571428,0.4064285714285714,0.4675714285714285
got more film developed.  and there are a lot of you in it.  be very afraid,0.5259999999999999,0.51875,0.4620000000000001
i'm strange.  and i like it.  that's just the way i am.,0.5043333333333333,0.4303333333333333,0.4203333333333333
happy turkeying errbody,1.0,0.735,0.772
alright . . . thought i was working at noon . . . working at 2.  holla,0.68725,0.46249999999999997,0.6472499999999999
*PROPNAME*,0.0,0.0,0.0
"well, it's 1:00.  i've had drinks.  and need to be at work far too soon.  in other words, great night.  happy birthday thom :)",0.7444999999999999,0.5771249999999999,0.558375
"i hate to say anything that might offend my facebook peeps, but paranormal activity sucks beyond the telling of it.  i cannot remember ever being this disappointed in a movie",0.42463636363636365,0.5651818181818182,0.4437272727272727
"anyone wanna pay me to hang out, play video games, maybe write a screenplay, and be sarcastic?  cause that would be awesome :)",0.5720833333333334,0.58,0.48166666666666663
I kind of have the best coworkers you could have,0.918,0.24,0.618
dear kiss 95.7 and kc 101.  could you possibly get off lady gaga's jock for 2 seconds and play a different song?  thank you,0.7238333333333333,0.49241666666666667,0.48899999999999993
"i just realized, due to not being able to sleep, that i never settled the debate i started a few weeks ago.  regarding cavemen vs. astronauts, ""cave men win.  of course the cave men win."" if you don't agree, take it up with fred",0.6617222222222223,0.4431111111111111,0.5857222222222221
the volleyball championship was on tv this weekend.  i want to play volleyball :(,0.7231428571428572,0.6588571428571429,0.5234285714285715
i'm going to one up toni: there aren't words for how good Avatar is.  suck on that kenny :),0.5864999999999999,0.4119999999999999,0.4623333333333333
home again.  with lots of laundry and little food.  hurray,0.6603999999999999,0.2522,0.4064
can't sleep . . . work will be fun tomorrow :),0.7869999999999999,0.4765,0.54075
now that i've been released from the clutches of retail it's time for some friends and family.  merry xmas eve peeps,0.7181000000000001,0.4686,0.5556
"still waiting on ps3 and//or an iMac, but i haven't exchanged gifts with steve yet, so i'm holding out hope that it will happen :)",0.6493333333333333,0.42533333333333334,0.482
watching the forgotten . . . i already know i'm going to be pissed off at the end,0.43216666666666675,0.37316666666666665,0.3868333333333333
why the hell am i still awake,0.3435,0.6935,0.653
a good night's sleep will hopefully make me excited to close tomorrow :)  cause right now i don't want to,0.6726000000000001,0.42279999999999995,0.4889
"if your 2009 was good, i wish you an even better 2010.  if it could have been better, i wish you a great 2010.  i do not, however, wish any of you a happy new decade, since the decade ends at the end of next year",0.6771666666666668,0.48274999999999996,0.5816666666666667
"am i supposed to be surprised that manny and ortiz were on the 2003 steroids list?  the much more surprising, and much shorter list, would be people playing in the past 10 years who weren't on the list",0.5923333333333333,0.47974999999999995,0.45641666666666664
"dear santa, here is a list of gifts I hope to see under the tree tomorrow: -ps3 -27"" iMac (i didn't put it on my list, but you should have known) -mini cooper -screenwriting job thank you.",0.7316923076923078,0.3471538461538462,0.5216923076923076
i don't know that i can express how much i love my coworkers :)  one of my best birthdays ever.  i even did a shot :),0.6966666666666668,0.5648333333333334,0.597
a) louisville got jobbed tonight -- those refs were an embarrassment b) avatar was even better the second time :),0.5131666666666667,0.4278333333333333,0.44783333333333336
Have you met them face to face?  I hear them.  It's good enough for the blind.,0.5992,0.3005999999999999,0.4136
"update.  after i feel down the stairs last night, i stood up and proceeded to faint at which point keith came out and started slapping me asking if i was ok.  and in my head, i was responding just fine, but was apparently just mumbling to him.  if i wasn't in pain i would laugh :)  also, good to know that he's there for me when i need him",0.5475454545454546,0.4637272727272727,0.48868181818181816
jacked up my neck somehow.  this should be a good night's sleep,0.699,0.27475,0.40549999999999997
"said it before, will say it again, i work with some of the best people on the planet",0.6325999999999999,0.404,0.6092
"um, keith is trying to argue with me about tennis. a) he doesn't get tennis b) he doesn't get arguing",0.502,0.6247142857142858,0.5431428571428571
"Dish n' Dat in Canton for my bday celebration.  And moderate drinking, by me at least.  I will not be pulling a *PROPNAME*",0.6222857142857142,0.49785714285714283,0.47685714285714287
jacked up my neck again.  and my finger.  and my hand.  and my shoulder.  and elbow.  and knee.  and my calf.  i'm kind of awesome,0.5958888888888888,0.33222222222222225,0.44122222222222224
"we are the world should not, under any circumstances, have auto-tune.  or a rap solo.  or vince vaughn.",0.546,0.43099999999999994,0.5337500000000001
isn't nyquil supposed to knock your ass out?,0.4315,0.43700000000000006,0.4375
has finished cleaning the kitchen! That's the second one this week!,0.5513333333333333,0.2986666666666667,0.3901666666666667
FINISHED!! :D,0.51,0.387,0.57
has 1 essay left to write! and one to read through and amend where necessary! Then it is all gedonen!,0.6064285714285714,0.36885714285714283,0.5347142857142856
really can't be bothered with his last essay...,0.3835,0.5955,0.45
thinks the Indians might be taking the humble food fight a little too seriously... http:////news.bbc.co.uk//1//hi//world//south_asia//8119591.stm,0.7141666666666667,0.42216666666666675,0.4996666666666667
"is excited about going to Sark! as, whilst he hasn't worked out exactly how long he has to wait, he knows he will be going soon!",0.5752499999999999,0.45137499999999997,0.525625
has just been stung by a bee and is in great discomfort,0.5436666666666666,0.6309999999999999,0.46366666666666667
"""twist it, shake it, shake it, shake it, shake it, baby..""",0.49466666666666664,0.5983333333333333,0.4913333333333334
IS WORKING AWAY LIKE A WORKER ANT (PROVERBS 30:24-25) AND HAS THE CAPS LOCK ON!,0.6032857142857143,0.40528571428571425,0.4878571428571429
is regretting eating so much chocolate as he is feeling a tad ill...,0.53,0.4758333333333334,0.37650000000000006
is missing *PROPNAME*,0.573,0.49,0.408
used every piece of loo roll from one roll (obviously not in one sitting) for the first time ever!,0.5281,0.35819999999999996,0.3908
has finished,0.471,0.429,0.545
just went on a 4 mile run and even though he walked a very little bit of it he is very pleased with himself!,0.5667142857142857,0.43928571428571433,0.44657142857142856
Whoops... bought myself everything I needed for a cooked breakfast tomorrow morning but accidently ate it for lunch... :s,0.719,0.40116666666666667,0.41083333333333333
had a cooked breakfast this morning! mmm!,0.7865,0.2825,0.4365
is making soup!,0.643,0.3325,0.3745
is alive!,0.816,0.637,0.731
knows that a burning smell isn't the best sign of good cooking and is thus going to turn the heat down,0.5923333333333333,0.4945555555555555,0.4633333333333333
is happy because he saw a lot of friends from Stafford on Saturday night and made a big bonfire!,0.664625,0.503375,0.55025
thinks it is very cold to go out in shorts and t-shirt but is going running anyway!,0.535,0.45214285714285707,0.41685714285714287
"The Soup: The Verdict Type: Vegetable Appearance: Fantastic Texture: Good Taste: Poor Overall: Edible but not pleasant Summary: This is a great soup for looking at, it is full of colour, healthy vegetables and creaminess! If you are not hungry make this soup and you will feel good! However, if eating is your thing, this soup should be avoided. I have soup left for 3 meals - any takers? Only p&p to pay! Enjoy!",0.6415142857142856,0.39751428571428565,0.4846000000000001
found that you can tell roughly where you are on the canal by the accents of the people who say hello!,0.6111428571428571,0.38014285714285717,0.46028571428571435
has just attended his first parish council meeting!,0.7196,0.4244,0.6486
regrets that he might have to dispose of his pumpkin (*PROPNAME*) as he is becoming a little furry and wonders if giving him a quick shave might do the job,0.5799090909090908,0.4821818181818182,0.5132727272727272
is now a graduate,0.898,0.549,0.778
has a huge pile of washing!,0.5563333333333333,0.4406666666666667,0.5396666666666666
Why doesn't social interview ask me any questions... I feel very left out. :(,0.596,0.4936666666666667,0.5263333333333334
hasn't been outside yet today but is now going to post a letter to one lucky recipient!,0.6538571428571428,0.38257142857142856,0.5054285714285714
Is it just me or does anyone else feel in the mood for an ABBA sing along session?,0.6904,0.5378,0.4974
is missing Katie,0.573,0.49,0.408
realised at around 5 last night that he had nothing to offer to trick-or-treaters so he made toffee... but then nobody came.,0.6437999999999999,0.46799999999999997,0.4868
is soon to become a member of the con club!! Whoop!,0.5598,0.5502,0.49219999999999997
no longer has a huge pile of washing,0.5563333333333333,0.4406666666666667,0.5396666666666666
doesn't know where anyone is!,0.765,0.361,0.704
"What a busy morning! We had a plumber, the cleaner a dog walker and the gardener all around all at same time!",0.569125,0.42825,0.455375
is wondering how much tiffin cake he needs to eat to get one of his five a day fruit portions,0.6933,0.4250999999999999,0.41500000000000004
thinks 3D glasses make the world a little bit more fun!,0.6159999999999999,0.4198571428571428,0.4678571428571429
Last night I went to a conference where the police were asking us to pray for them. Lets pray for the police and our communities. God moves when his people pray.,0.6128571428571429,0.4357857142857143,0.6054285714285713
apologises if he appears to be shouting or talking very loudly to people at the moment. He's getting used to talking to someone who is hard of hearing but keeps forgetting to talk normally to other people.,0.5993999999999999,0.4858,0.5341333333333332
wants to know if anyone has borrowed an elf costume off him,0.5684,0.5086,0.4546
is talking to *PROPNAME* :D,0.833,0.346,0.594
is off to practice being a shepherd,0.67,0.44299999999999995,0.6245
has been put on hold but is enjoying (dancing to) the music! :D,0.7308,0.5631999999999999,0.556
is moving yet more wood!,0.575,0.4145,0.5215000000000001
Yaaaaaaaaaaaaaaaaaaaaay Snooooooooooooooow!,0.0,0.0,0.0
may have just slipped over on the ice but thinks he got away with it by making it look like he was break dancing...,0.6612000000000001,0.45610000000000006,0.4532
is heading home for Christmas!,0.781,0.4206666666666667,0.6146666666666668
may have eaten a few too many sweets today...,0.7272500000000001,0.37425,0.3632500000000001
is fighting to make it to the table football semis,0.5633999999999999,0.5126,0.4918
finds it highly amusing that we are currently bringing the milk inside to warm it up in the fridge!,0.7115714285714285,0.42528571428571427,0.49885714285714283
is about to start wrapping Christmas presents!,0.7402500000000001,0.41925,0.55975
is no longer talking to *PROPNAME* - but not in a bad way. Just because it is impractical and expensive to talk on the phone continuously and because we both needed to do things.,0.5161,0.4062,0.4382
"Writing, then 2 chapters homework, then bed. Or just Loveline ?",0.548,0.32,0.44525000000000003
"My mind is so confusing, it's scary.",0.27066666666666667,0.64,0.47500000000000003
I just....I can't do this without family...friends. Anybody ?,0.937,0.398,0.608
"Getting together map, snacks, music, and up-all-night accessories for Hollywood. Will starting driving at 4 am.",0.690625,0.4495,0.560625
"Loveline, pills, and a kitty. Best combo ever. night.",0.6229999999999999,0.414,0.4083333333333334
"Fucking hell, grrrr....",0.109,0.924,0.5055
"Gah, head's pounding. I wish I wasn't in so much pain. It makes the pills that much more tempting...",0.4785714285714286,0.523,0.48442857142857143
"Okay, so what are the different plans for Friday night in LA ? There's *PROPNAME*...?",0.62,0.43525,0.48775
Some people say pain can be controlled by the mind. I do not agree with these people. It doesn't mean I don't admire them though.,0.5981111111111111,0.4482222222222223,0.5756666666666667
"Doctors seem to want me to sit out. In a wheelchair...no fucking way. I'd rather walk down the street with tears streaming, than be benched....which, unfortunately, is not too far off.",0.4681538461538461,0.45561538461538453,0.4457692307692307
"Well anyway, fuck it. I'm gonna die young but happy. Rather than healthy and old.",0.5648333333333334,0.5913333333333333,0.5245000000000001
"Gonna be 83 degree today ! Coffee, sunshine, and sweet email from a friend. Day started with love, is continuing, and will end in love.",0.7493076923076925,0.38153846153846155,0.519076923076923
Home...finally. Sooooo tired...gonna get a couple hours before work starts up again.,0.6719999999999999,0.44725,0.5425
"Alright, recharged as it were. If this is a night of no dark dreams; you are a miracle worker too.",0.6433333333333333,0.4763333333333333,0.552
Easy to read; I like that !,0.7746666666666666,0.27666666666666667,0.4766666666666666
Sleeeeeeeeeep......,0.0,0.0,0.0
"I find I'm enjoying tiny poetry.  Such as: Rain- My ears hear a drip, drop, splash It's more of a scream, laugh, live And you make it so hard not to be cliche. You pile on my dreams,  Like power lines on a sky. Is it raining where you are ?",0.6356190476190475,0.42319047619047623,0.46709523809523806
"Not tired, must sleep. Long week ahead, and no weekend. Friday is no longer a day off. Sore all over, but I asked for it. Cig, Loveline, sleep...smile, love, remember.",0.6357999999999999,0.399,0.44960000000000006
"Today was a much needed day off !! Back to a fake smile tomorrow, but rejuvinated by friends tonight.",0.64375,0.4305,0.39412500000000006
"It's moments like this that I wish I worked for Walmart. I hate rape. I'm no good at counseling ""victims"". Especially when it's a parental perpetrator. Why is this the way of the world ? Why is it reality ?",0.5307142857142857,0.5297857142857143,0.5640714285714286
"Blah ! Work lots, need money. Not worth it really. I'm loosing the happiness !!",0.7155714285714285,0.5067142857142857,0.6072857142857143
"Sore throat starting out. Tempted to gargle vodka, but must get some work done.",0.4795,0.5641,0.4879999999999999
"Frustrated beyond all hell, blog isn't helping.",0.358,0.647,0.425
"""I've been high, and I've been down, my head in the clouds and my hands on the ground. """,0.624,0.35725,0.48700000000000004
I think I would be dead without my heating pad. I am completely serious.,0.5559999999999999,0.40985714285714286,0.4878571428571429
"I don't know where my mind is in this moment. It's so fleeting; emotion. I'm so tired, but I can't sleep. And like *PROPNAME* says, a shotgun just leaves a messed up wall.  Ah well. Random thoughts. Better go to bed before that crap goes deeper.",0.5219999999999999,0.44715789473684203,0.4528947368421053
"Gah, headache. Okay my body's failing me; I'm going to put off work 'til tomorrow and take care of myself now. Ice cream, giant sweater, warm bed...I'm comin'.",0.5985999999999999,0.43873333333333336,0.4377333333333333
"Okay, people, seriously...""lol"" is so blood annoying when you use it on every line.",0.3792,0.4774000000000001,0.4266
"Fuck. Okay, file another tragic story in a box of my mind to be dealt with when I no longer have a heart. Wonder how much longer it'll take...not too long now.",0.5664,0.5284,0.5297000000000001
"Okay, I'm no good at positivity right now. That's my work ""hat"". So sue me.",0.6964999999999999,0.46316666666666667,0.6493333333333333
Ah coffee....makes the world go 'round.,0.6597500000000001,0.41825,0.49574999999999997
"I feel emptied out; please rain down on me...darkness and light, come fill me up.",0.5232857142857144,0.4018571428571428,0.4484285714285714
"Okay, must sleep. Must work in mere hours...ah who am I kidding ? I don't sleep. Or eat. Just smoke...and work. And love.",0.6099166666666667,0.38283333333333336,0.4498333333333333
"Got the new iPhone 3GS. Don't ask how, I won't tell you. But thank you.",0.73925,0.40824999999999995,0.506
"""I like my chicken fried, a cold beer on a friday night, a pair of jeans that fit just right, and the radio up !""",0.593,0.4360833333333334,0.42708333333333326
"QTD: ""'Flower' usually refers to a vulva in general, not virginity or 'cherry popping' as the kids would say."" Hahahaha",0.6703333333333333,0.4741666666666667,0.5211666666666667
"""Little red bird under a chair, waiting for the crumbs to fall. Daddy said, 'Get a job'. Well don't you see, Daddy, how good I am at catching crumbs ?""",0.5531333333333333,0.33620000000000005,0.41439999999999994
Aggrevated that I let someone else take me from really happy to hurt and depressed. It's on me to change my reaction to be one of Loveful Me.,0.49725,0.567625,0.442
I need to be asleep. I get up in....5 hrs ? No idea really. What am I doing again ?,0.651,0.45149999999999996,0.46025
"""For a moment I love everything I see and think and feel...""",0.7654,0.44659999999999994,0.5416000000000001
"""Walking by the river I...reach my hands to cup the sky. It runs down my arms...a bitter blue. Turn to red, and the gashes grew."" God, this song...every word is raw and honest.",0.6135789473684211,0.4066842105263158,0.5002631578947369
I am what I make of myself. I am Love. I am.,0.8420000000000001,0.46950000000000003,0.5765
I wish I was in NYC and seeing *PROPNAME* tomorrow night....,0.6990000000000001,0.40625,0.4425
"I need to go back to my live food diet. Not 90% like before, but I bet I could do 75% without losing too much weight..",0.5324000000000001,0.4569,0.42119999999999996
It's ugly here. But there are sparks...moments. Love.,0.61475,0.58225,0.49125
I guess it all depends on your mood...why can't these meds be any damn good ?,0.5491999999999999,0.5088,0.5025999999999999
"""I believe in love. It's just my heart that keeps turning me down. I believe in love, I think it's just fine.""",0.8047777777777778,0.40222222222222226,0.6330000000000001
"I always want the blog to be the magical valve. Turn it on, write, be healed. It never is though. And now I still hurt, I just feel more raw now. As long as I stay with the emotion and don't deny...I'll be alright.",0.5412142857142856,0.4977142857142858,0.4980714285714285
Fucking musicians. Fuck musicians...,0.507,0.7195,0.532
"Now that I'm done writing, I need food...hmmm....",0.67,0.45825,0.44925000000000004
"I did that shit with spasms, AND after 8 shots of espresso today. WHO DA MAN ?? Beauty school, here I come...right after this next Criminal Minds. <3",0.5046666666666667,0.51975,0.5472499999999999
I have to find the superhero I use to be. I can't bring myself to believe it was just the Love of a silly boy that did it.,0.696,0.477875,0.538125
"(Breast cancer awareness question - what colour bra are you wearing ?) No colour. I'm not a fan of bras lately. But this is a stupid FB idea. It doesn't really raise awareness unless you also say what the hell it's about !  Stupid, stupid.",0.48406249999999995,0.5134375,0.494
My most awesome friend just surprise-attacked me with a present of a dark chocolate bacon bar...drool. Best. Moment. Ever.,0.6533333333333333,0.4715555555555555,0.49233333333333335
"Again, my company and night are ruined by some physical ailment of mine. I am fucking tired of it.",0.481125,0.5495,0.460375
"Wow, fresh air. Crazy. Good day sunshine, you're my favourite star.",0.7352857142857143,0.3785714285714286,0.48842857142857143
"Okay, sleep. Dreaming of bacon and dark chocolate. mmmm....",0.6688000000000001,0.3062,0.36119999999999997
"To be something I am not...that is what I'll be when I grow up. God, it'll be stunning.",0.6683333333333334,0.6143333333333333,0.6973333333333334
Okay. Maybe not sleep.,0.719,0.09,0.339
Pain is a bitch.,0.14400000000000002,0.7525,0.369
Got called in to work tomorrow. At least I don't have to run groups. Bed early tonight.,0.6367142857142858,0.4794285714285714,0.4987142857142857
"Wow been a tiring and painful day. Gonna set up a movie and try to relax. Love to all of my beautiful friends and family for the support and awesomeness of who they are. And a high five to my Surgeon who is THE man and gives me hope of having a less painful life. <3 you all. You make me happy, yes YOU.",0.6876666666666665,0.47741666666666666,0.5652083333333334
"My most Awesome Surgeon says I can try walking today and if all goes well, I can work tomorrow !! YAY !! I'm gonna need the money if I wanna try and quit this job to focus on my other jobs//opportunities. Wish me luck on the walking ! I'll report back.",0.6501363636363636,0.5007727272727274,0.5432272727272728
Just ate a nice happy cow filet with red wine reduction. Wish my feet weren't throbbing so I could really cook !! Tomorrow we shall throw down...my 12-in skillet and me.,0.6227999999999999,0.45713333333333334,0.44953333333333334
Having surgery today. I can't wait to be in hospital. I'm not a big fan of surgery. But hospitals feel like home to me. Calming in the chaos.,0.545923076923077,0.48846153846153845,0.4948461538461539
Reading an amazing book called Stranger in a Strange Land. Now I'm listening to Loveline and trying to rest for the god-aweful full day tomorrow.,0.6656153846153846,0.4087692307692308,0.5132307692307693
"Off to a training, not back til Sunday. So tired. So in pain. Starbucks will make it all better, I know it !",0.5467142857142858,0.4651428571428572,0.49685714285714294
"Last day at work. I caught myself laughing at something horrific last night. Laughter is how I cope, but...I can't wait to laugh at happy things again.",0.6649090909090909,0.5281818181818182,0.5264545454545454
why are my clothes disappearing!!!! =(,0.488,0.35550000000000004,0.382
ewwwww! grossssssssssssss leave me aloneee. disgustingg.,0.375,0.315,0.295
had a great time yesterday! it was nice seeing everyone <33,0.7253999999999999,0.39,0.5267999999999999
is in Italyyyyy,0.0,0.0,0.0
has a lot of bug bites in Italy =(,0.3453333333333333,0.5036666666666667,0.3753333333333333
has period cramps. =(,0.29500000000000004,0.56,0.46399999999999997
is coming back to America sooon =),0.48350000000000004,0.311,0.44700000000000006
hahaaaahahahahahaaaahahahahahahahhhaahhahahahahahahahhahahahahhahahahahahhahahahahhahaha.,0.0,0.0,0.0
shame on me. raetjgliajgtjajgaijglajweglkjajga,0.06,0.67,0.155
needs a big hug,0.7400000000000001,0.5296666666666666,0.52
changed her status. happpy?,0.6415,0.476,0.597
ewwwwwwwwwwwwwwwwwwwwwww!!!!,0.0,0.0,0.0
METEOR SHOWER TONIGHT! FML!!!!!!!!!,0.5335000000000001,0.53,0.5365
happy birthday *PROPNAME*! Mommy loves you veryyyy much<3,0.95575,0.61275,0.6105
